iter	RMSE
342	3568.979811
343	3566.186853
344	3564.748929
345	3563.304119
346	3559.613393
347	3556.987094
348	3554.778983
349	3552.734012
350	3550.237215
351	3545.982576
352	3543.92969
353	3542.983504
354	3541.058492
355	3539.703728
356	3537.231959
357	3533.189729
358	3531.258186
359	3526.882366
360	3526.236898
361	3525.035366
362	3523.094284
363	3521.801381
364	3520.38529
365	3519.558591
366	3515.209496
367	3514.010032
368	3510.503477
369	3509.137254
370	3507.866129
371	3503.978689
372	3501.953153
373	3500.332096
374	3499.033921
375	3498.659439
376	3497.101245
377	3493.479325
378	3491.778825
379	3489.179966
380	3487.739086
381	3484.216918
382	3482.303974
383	3480.345989
384	3479.108908
385	3478.631792
386	3474.46125
387	3474.039962
388	3473.590945
389	3470.365309
390	3466.687382
391	3465.368811
392	3462.071182
393	3460.097708
394	3456.575035
395	3453.28065
396	3448.785396
397	3448.241482
398	3445.8234
399	3443.608998
400	3443.296234
401	3441.007522
402	3440.316461
403	3439.871253
404	3436.538807
405	3436.258406
406	3434.562788
407	3434.135165
408	3430.531323
409	3428.949819
410	3427.369781
411	3425.931366
412	3421.752393
413	3420.344667
414	3418.569999
415	3416.155744
416	3413.500908
417	3412.028112
418	3410.294537
419	3408.822425
420	3406.557465
421	3404.701381
422	3401.866533
423	3400.86852
424	3400.460775
425	3399.493246
426	3398.158344
427	3395.417823
428	3394.808879
429	3394.396646
430	3391.79202
431	3391.048756
432	3390.586223
433	3387.146013
434	3384.752474
435	3383.809595
436	3381.472634
437	3380.158353
438	3377.769818
439	3375.434023
440	3373.922971
441	3372.419092
442	3370.19604
443	3369.972278
444	3368.535393
445	3367.531568
446	3365.800557
447	3361.954021
448	3359.873822
449	3356.683002
450	3353.504482
451	3348.569146
452	3347.182797
453	3343.966813
454	3343.405607
455	3342.671728
456	3340.98668
457	3338.819382
458	3337.122391
459	3334.075462
460	3332.710923
461	3332.005135
462	3328.998565
463	3324.389904
464	3324.181989
465	3322.796581
466	3321.136029
467	3319.187947
468	3316.314584
469	3313.835654
470	3311.762136
471	3310.885209
472	3308.986865
473	3306.846959
474	3304.654865
475	3303.259005
476	3301.080096
477	3299.848094
478	3296.149226
479	3294.821952
480	3292.034924
481	3291.295709
482	3290.169255
483	3289.808304
484	3288.243205
485	3286.608522
486	3281.751128
487	3278.244471
488	3274.901904
489	3274.353759
490	3272.169721
491	3269.567927
492	3266.665348
493	3264.418739
494	3263.887126
495	3262.48471
496	3261.961879
497	3259.818798
498	3256.853555
499	3256.118843
500	3255.494039
501	3251.721258
502	3251.166006
503	3249.880478
504	3249.369518
505	3248.318912
506	3247.692497
507	3245.311286
508	3244.932108
509	3244.218499
510	3243.900192
511	3242.681832
512	3238.575052
513	3237.241986
514	3234.082329
515	3233.901607
516	3233.363399
517	3232.478645
518	3229.45648
519	3226.818301
520	3225.526042
521	3222.198321
522	3221.6974
523	3219.798537
524	3218.706041
525	3218.127959
526	3216.751976
527	3214.35038
528	3214.073256
529	3212.262492
530	3211.813281
531	3208.669222
532	3207.330125
533	3206.849439
534	3205.840114
535	3204.180923
536	3200.927693
537	3198.876762
538	3198.226774
539	3195.545389
540	3193.38622
541	3193.076605
542	3190.391564
543	3188.37708
544	3187.634064
545	3187.002579
546	3184.781901
547	3183.799524
548	3180.578898
549	3180.021836
550	3178.260048
551	3175.507742
552	3175.066612
553	3174.336792
554	3173.910563
555	3171.029362
556	3169.204951
557	3166.647363
558	3165.232284
559	3163.932162
560	3163.356088
561	3160.310405
562	3159.196798
563	3158.884275
564	3156.939687
565	3155.543944
566	3154.266805
567	3153.820629
568	3149.208822
569	3146.628938
570	3146.014955
571	3142.313854
572	3138.529605
573	3135.886462
574	3134.722124
575	3133.528665
576	3132.249913
577	3131.18646
578	3128.726739
579	3126.157677
580	3123.09612
581	3120.570137
582	3119.869075
583	3117.470996
584	3114.11328
585	3111.103361
586	3110.806423
587	3110.193536
588	3106.606757
589	3105.345828
590	3103.168773
591	3101.090785
592	3097.572966
593	3095.776265
594	3095.222839
595	3094.767619
596	3094.602302
597	3094.21262
598	3092.950272
599	3090.961013
600	3088.688534
601	3087.140222
602	3084.433566
603	3081.735444
604	3079.808277
605	3078.318986
606	3077.022064
607	3076.422329
608	3073.59716
609	3072.090335
610	3069.570912
611	3067.461642
612	3066.213954
613	3064.642032
614	3061.888725
615	3058.278169
616	3057.395045
617	3056.121869
618	3055.384108
619	3053.5345
620	3051.332014
621	3049.404424
622	3048.872597
623	3046.118424
624	3044.462626
625	3043.764848
626	3042.480372
627	3041.79585
628	3040.701438
629	3038.409499
630	3037.612525
631	3036.094662
632	3035.415737
633	3034.322896
634	3031.70067
635	3030.346536
636	3030.088004
637	3027.168462
638	3026.735411
639	3026.141431
640	3022.77908
641	3021.575264
642	3020.401935
643	3018.124637
644	3014.10504
645	3012.001546
646	3010.195486
647	3009.618425
648	3007.732524
649	3005.543179
650	3002.923407
651	3002.599104
652	3000.635685
653	2998.800278
654	2998.126268
655	2997.919006
656	2995.207679
657	2994.741257
658	2991.522213
659	2990.37069
660	2988.791044
661	2986.557604
662	2986.103476
663	2985.438964
664	2984.229178
665	2982.796015
666	2979.122221
667	2978.569885
668	2978.036776
669	2976.018732
670	2974.200925
671	2973.207338
672	2972.115276
673	2971.805621
674	2970.085828
675	2968.70621
676	2968.346798
677	2965.279383
678	2963.184438
679	2961.522903
680	2958.746505
681	2957.534219
682	2956.498186
683	2955.46078
684	2954.454832
685	2951.920869
686	2950.298832
687	2950.002314
688	2949.413768
689	2948.03024
690	2947.797615
691	2945.217164
692	2943.683093
693	2942.310932
694	2940.434739
695	2939.894077
696	2937.974208
697	2935.031821
698	2932.136819
699	2930.982217
700	2929.078712
701	2926.123483
702	2925.239465
703	2923.479795
704	2922.514151
705	2920.85742
706	2919.420889
707	2918.988452
708	2918.175615
709	2916.15594
710	2913.428977
711	2913.02231
712	2912.411585
713	2910.717455
714	2907.326688
715	2905.32314
716	2904.274669
717	2902.270815
718	2901.712401
719	2898.916949
720	2897.87329
721	2896.30207
722	2896.017936
723	2892.808374
724	2892.156638
725	2889.485902
726	2888.394345
727	2887.413208
728	2886.046641
729	2885.076069
730	2882.544106
731	2881.502297
732	2879.954612
733	2879.554857
734	2877.075805
735	2876.491092
736	2875.959647
737	2875.278775
738	2874.11889
739	2873.797363
740	2872.446212
741	2871.427664
742	2870.109844
743	2869.774811
744	2867.71402
745	2864.959531
746	2863.67347
747	2862.69735
748	2862.388851
749	2861.437374
750	2860.191476
751	2859.2576
752	2858.036155
753	2857.165102
754	2855.832677
755	2853.289928
756	2852.775401
757	2851.025108
758	2850.059499
759	2848.557051
760	2846.904136
761	2845.725429
762	2843.792869
763	2842.860957
764	2841.353793
765	2839.657895
766	2838.748941
767	2837.637386
768	2836.042684
769	2834.974417
770	2833.768085
771	2832.461054
772	2830.177597
773	2828.908503
774	2826.551008
775	2825.572919
776	2822.500623
777	2822.092944
778	2819.453174
779	2818.202789
780	2816.390041
781	2815.447935
782	2814.350056
783	2813.173974
784	2812.879616
785	2810.734485
786	2809.756235
787	2809.478293
788	2808.490871
789	2807.916068
790	2807.583628
791	2806.689802
792	2805.860744
793	2804.988415
794	2802.700015
795	2801.83874
796	2801.664482
797	2800.825943
798	2799.229444
799	2796.665898
800	2795.553306
801	2794.144625
802	2793.852164
803	2791.308363
804	2791.019624
805	2790.632043
806	2788.495197
807	2785.554519
808	2784.613972
809	2783.499041
810	2781.969124
811	2780.349741
812	2779.165536
813	2778.014793
814	2775.858658
815	2773.405074
816	2772.362348
817	2771.784166
818	2771.230891
819	2768.445546
820	2766.036022
821	2764.140139
822	2762.531122
823	2761.253565
824	2759.780759
825	2757.894785
826	2756.763077
827	2755.608163
828	2754.145574
829	2753.266414
830	2751.873412
831	2750.946474
832	2748.527648
833	2747.982731
834	2746.483264
835	2745.564831
836	2744.479613
837	2742.146541
838	2740.460743
839	2736.385697
840	2735.227771
841	2734.451634
842	2733.049087
843	2732.659915
844	2731.912868
845	2730.709276
846	2729.158478
847	2725.238596
848	2722.602056
849	2721.554682
850	2719.71158
851	2718.715401
852	2714.980915
853	2714.07278
854	2713.471305
855	2711.899873
856	2710.694605
857	2710.41604
858	2709.687895
859	2707.353316
860	2707.009331
861	2705.996641
862	2703.677363
863	2702.609633
864	2702.020494
865	2701.418155
866	2699.632408
867	2697.706912
868	2695.888229
869	2695.416627
870	2694.4744
871	2692.752366
872	2692.485525
873	2692.04154
874	2691.358118
875	2690.408294
876	2689.015446
877	2687.647427
878	2685.633283
879	2683.969364
880	2681.981451
881	2678.374063
882	2676.989108
883	2676.67983
884	2674.992674
885	2673.275817
886	2672.618807
887	2671.578658
888	2671.156601
889	2668.99833
890	2668.606362
891	2666.153003
892	2665.386081
893	2664.983646
894	2664.635964
895	2663.674638
896	2661.590432
897	2660.714499
898	2658.878953
899	2658.024308
900	2656.276568
901	2655.183206
902	2654.357904
903	2653.69428
904	2651.995712
905	2651.049599
906	2649.297798
907	2648.833797
908	2647.484642
909	2646.122627
910	2642.658027
911	2641.673371
912	2639.724191
913	2638.882226
914	2636.897015
915	2636.4906
916	2634.565434
917	2633.694259
918	2632.712995
919	2630.637422
920	2629.406464
921	2628.760721
922	2627.171036
923	2626.179839
924	2625.192518
925	2624.501164
926	2623.919423
927	2623.545776
928	2622.281585
929	2620.99919
930	2618.556026
931	2616.406742
932	2613.244507
933	2612.572562
934	2611.925819
935	2611.105368
936	2610.211306
937	2609.42203
938	2608.109902
939	2606.630466
940	2605.648193
941	2604.238952
942	2603.042102
943	2601.762562
944	2600.582266
945	2599.991613
946	2597.692545
947	2597.09421
948	2596.253442
949	2595.333381
950	2595.090055
951	2593.782009
952	2593.111738
953	2589.331413
954	2588.157482
955	2586.8971
956	2583.934532
957	2582.740614
958	2581.491613
959	2580.284852
960	2579.650701
961	2579.158736
962	2578.287508
963	2576.338076
964	2574.851051
965	2574.005487
966	2573.607972
967	2572.726669
968	2572.561944
969	2571.553015
970	2570.947825
971	2569.826393
972	2569.418821
973	2568.561849
974	2568.072754
975	2566.518268
976	2564.31706
977	2562.645272
978	2561.348125
979	2560.401902
980	2559.171138
981	2558.281955
982	2557.22656
983	2556.329333
984	2555.500013
985	2554.731268
986	2554.029642
987	2553.888171
988	2552.612125
989	2551.157011
990	2550.763916
991	2549.215146
992	2548.032696
993	2546.838701
994	2544.668306
995	2543.148147
996	2542.249316
997	2539.859671
998	2539.660676
999	2538.763623
